1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,1,0,0
61,1,1.2439,0.42208
62,1,1.3626,0.31912
63,3,1.2307,0.16609
64,5,3.5977,0.91288
65,8,6.255,1.5048
66,12,9.9304,2.2413
67,12,14.746,3.1149
68,15,14.445,1.9558
69,16,17.091,2.19
70,20,17.924,1.7295
71,26,22.236,2.6058
72,36,29.524,4.1945
73,40,41.774,6.928
74,45,46.495,6.1791
75,49,50.814,5.548
76,57,54.105,4.7822
77,62.488,62.488,6.0039
